Key	Dividers	Divider	width ns	ck freq	wd-clk32	buff-clk
div_1	i-1 j-1	1	6.25	160000000	5000000	78125
div_2	i-2 j-1	2	12.5	80000000	2500000	39062.5
div_3	i-3 j-1	3	18.75	53333333.33	1666666.667	26041.66667
div_4	i-4 j-1	4	25	40000000	1250000	19531.25
div_5	i-5 j-1	5	31.25	32000000	1000000	15625
div_6	i-6 j-1	6	37.5	26666666.67	833333.3333	13020.83333
div_7	i-7 j-1	7	43.75	22857142.86	714285.7143	11160.71429
div_8	i-8 j-1	8	50	20000000	625000	9765.625
div_9	i-9 j-1	9	56.25	17777777.78	555555.5556	8680.555556
div_10	i-10 j-1	10	62.5	16000000	500000	7812.5
div_11	i-11 j-1	11	68.75	14545454.55	454545.4545	7102.272727
div_12	i-12 j-1	12	75	13333333.33	416666.6667	6510.416667
div_13	i-13 j-1	13	81.25	12307692.31	384615.3846	6009.615385
div_14	i-14 j-1	14	87.5	11428571.43	357142.8571	5580.357143
div_15	i-15 j-1	15	93.75	10666666.67	333333.3333	5208.333333
div_16	i-16 j-1	16	100	10000000	312500	4882.8125
div_17	i-17 j-1	17	106.25	9411764.706	294117.6471	4595.588235
div_18	i-18 j-1	18	112.5	8888888.889	277777.7778	4340.277778
div_19	i-19 j-1	19	118.75	8421052.632	263157.8947	4111.842105
div_20	i-20 j-1	20	125	8000000	250000	3906.25
div_21	i-21 j-1	21	131.25	7619047.619	238095.2381	3720.238095
div_22	i-22 j-1	22	137.5	7272727.273	227272.7273	3551.136364
div_23	i-23 j-1	23	143.75	6956521.739	217391.3043	3396.73913
div_24	i-24 j-1	24	150	6666666.667	208333.3333	3255.208333
div_25	i-25 j-1	25	156.25	6400000	200000	3125
div_26	i-26 j-1	26	162.5	6153846.154	192307.6923	3004.807692
div_27	i-27 j-1	27	168.75	5925925.926	185185.1852	2893.518519
div_28	i-28 j-1	28	175	5714285.714	178571.4286	2790.178571
div_29	i-29 j-1	29	181.25	5517241.379	172413.7931	2693.965517
div_30	i-30 j-1	30	187.5	5333333.333	166666.6667	2604.166667
div_31	i-31 j-1	31	193.75	5161290.323	161290.3226	2520.16129
div_32	i-32 j-1	32	200	5000000	156250	2441.40625
div_33	i-33 j-1	33	206.25	4848484.848	151515.1515	2367.424242
div_34	i-34 j-1	34	212.5	4705882.353	147058.8235	2297.794118
div_35	i-35 j-1	35	218.75	4571428.571	142857.1429	2232.142857
div_36	i-36 j-1	36	225	4444444.444	138888.8889	2170.138889
div_37	i-37 j-1	37	231.25	4324324.324	135135.1351	2111.486486
div_38	i-38 j-1	38	237.5	4210526.316	131578.9474	2055.921053
div_39	i-39 j-1	39	243.75	4102564.103	128205.1282	2003.205128
div_40	i-40 j-1	40	250	4000000	125000	1953.125
div_41	i-41 j-1	41	256.25	3902439.024	121951.2195	1905.487805
div_42	i-42 j-1	42	262.5	3809523.81	119047.619	1860.119048
div_43	i-43 j-1	43	268.75	3720930.233	116279.0698	1816.860465
div_44	i-44 j-1	44	275	3636363.636	113636.3636	1775.568182
div_45	i-45 j-1	45	281.25	3555555.556	111111.1111	1736.111111
div_46	i-46 j-1	46	287.5	3478260.87	108695.6522	1698.369565
div_47	i-47 j-1	47	293.75	3404255.319	106382.9787	1662.234043
div_48	i-48 j-1	48	300	3333333.333	104166.6667	1627.604167
div_49	i-49 j-1	49	306.25	3265306.122	102040.8163	1594.387755
div_50	i-50 j-1	50	312.5	3200000	100000	1562.5
div_51	i-51 j-1	51	318.75	3137254.902	98039.21569	1531.862745
div_52	i-52 j-1	52	325	3076923.077	96153.84615	1502.403846
div_53	i-53 j-1	53	331.25	3018867.925	94339.62264	1474.056604
div_54	i-54 j-1	54	337.5	2962962.963	92592.59259	1446.759259
div_55	i-55 j-1	55	343.75	2909090.909	90909.09091	1420.454545
div_56	i-56 j-1	56	350	2857142.857	89285.71429	1395.089286
div_57	i-57 j-1	57	356.25	2807017.544	87719.29825	1370.614035
div_58	i-58 j-1	58	362.5	2758620.69	86206.89655	1346.982759
div_59	i-59 j-1	59	368.75	2711864.407	84745.76271	1324.152542
div_60	i-60 j-1	60	375	2666666.667	83333.33333	1302.083333
div_61	i-61 j-1	61	381.25	2622950.82	81967.21311	1280.737705
div_62	i-62 j-1	62	387.5	2580645.161	80645.16129	1260.080645
div_63	i-63 j-1	63	393.75	2539682.54	79365.07937	1240.079365
div_64	i-64 j-1	64	400	2500000	78125	1220.703125
div_65	i-13 j-5	65	406.25	2461538.462	76923.07692	1201.923077
div_66	i-33 j-2	66	412.5	2424242.424	75757.57576	1183.712121
div_68	i-34 j-2	68	425	2352941.176	73529.41176	1148.897059
div_69	i-23 j-3	69	431.25	2318840.58	72463.76812	1132.246377
div_70	i-35 j-2	70	437.5	2285714.286	71428.57143	1116.071429
div_72	i-36 j-2	72	450	2222222.222	69444.44444	1085.069444
div_74	i-37 j-2	74	462.5	2162162.162	67567.56757	1055.743243
div_75	i-25 j-3	75	468.75	2133333.333	66666.66667	1041.666667
div_76	i-38 j-2	76	475	2105263.158	65789.47368	1027.960526
div_77	i-11 j-7	77	481.25	2077922.078	64935.06494	1014.61039
div_78	i-39 j-2	78	487.5	2051282.051	64102.5641	1001.602564
div_80	i-40 j-2	80	500	2000000	62500	976.5625
div_81	i-27 j-3	81	506.25	1975308.642	61728.39506	964.5061728
div_82	i-41 j-2	82	512.5	1951219.512	60975.60976	952.7439024
div_84	i-42 j-2	84	525	1904761.905	59523.80952	930.0595238
div_85	i-17 j-5	85	531.25	1882352.941	58823.52941	919.1176471
div_86	i-43 j-2	86	537.5	1860465.116	58139.53488	908.4302326
div_87	i-29 j-3	87	543.75	1839080.46	57471.26437	897.9885057
div_88	i-44 j-2	88	550	1818181.818	56818.18182	887.7840909
div_90	i-45 j-2	90	562.5	1777777.778	55555.55556	868.0555556
div_91	i-13 j-7	91	568.75	1758241.758	54945.05495	858.5164835
div_92	i-46 j-2	92	575	1739130.435	54347.82609	849.1847826
div_93	i-31 j-3	93	581.25	1720430.108	53763.44086	840.0537634
div_94	i-47 j-2	94	587.5	1702127.66	53191.48936	831.1170213
div_95	i-19 j-5	95	593.75	1684210.526	52631.57895	822.3684211
div_96	i-48 j-2	96	600	1666666.667	52083.33333	813.8020833
div_98	i-49 j-2	98	612.5	1632653.061	51020.40816	797.1938776
div_99	i-33 j-3	99	618.75	1616161.616	50505.05051	789.1414141
div_100	i-50 j-2	100	625	1600000	50000	781.25
div_102	i-51 j-2	102	637.5	1568627.451	49019.60784	765.9313725
div_104	i-52 j-2	104	650	1538461.538	48076.92308	751.2019231
div_105	i-35 j-3	105	656.25	1523809.524	47619.04762	744.047619
div_106	i-53 j-2	106	662.5	1509433.962	47169.81132	737.0283019
div_108	i-54 j-2	108	675	1481481.481	46296.2963	723.3796296
div_110	i-55 j-2	110	687.5	1454545.455	45454.54545	710.2272727
div_111	i-37 j-3	111	693.75	1441441.441	45045.04505	703.8288288
div_112	i-56 j-2	112	700	1428571.429	44642.85714	697.5446429
div_114	i-57 j-2	114	712.5	1403508.772	43859.64912	685.3070175
div_115	i-23 j-5	115	718.75	1391304.348	43478.26087	679.3478261
div_116	i-58 j-2	116	725	1379310.345	43103.44828	673.4913793
div_117	i-39 j-3	117	731.25	1367521.368	42735.04274	667.7350427
div_118	i-59 j-2	118	737.5	1355932.203	42372.88136	662.0762712
div_119	i-17 j-7	119	743.75	1344537.815	42016.80672	656.512605
div_120	i-60 j-2	120	750	1333333.333	41666.66667	651.0416667
div_121	i-11 j-11	121	756.25	1322314.05	41322.31405	645.661157
div_122	i-61 j-2	122	762.5	1311475.41	40983.60656	640.3688525
div_123	i-41 j-3	123	768.75	1300813.008	40650.4065	635.1626016
div_124	i-62 j-2	124	775	1290322.581	40322.58065	630.0403226
div_125	i-25 j-5	125	781.25	1280000	40000	625
div_126	i-63 j-2	126	787.5	1269841.27	39682.53968	620.0396825
div_128	i-64 j-2	128	800	1250000	39062.5	610.3515625
div_129	i-43 j-3	129	806.25	1240310.078	38759.68992	605.620155
div_130	i-26 j-5	130	812.5	1230769.231	38461.53846	600.9615385
div_132	i-44 j-3	132	825	1212121.212	37878.78788	591.8560606
div_133	i-19 j-7	133	831.25	1203007.519	37593.98496	587.406015
div_135	i-45 j-3	135	843.75	1185185.185	37037.03704	578.7037037
div_136	i-34 j-4	136	850	1176470.588	36764.70588	574.4485294
div_138	i-46 j-3	138	862.5	1159420.29	36231.88406	566.1231884
div_140	i-35 j-4	140	875	1142857.143	35714.28571	558.0357143
div_141	i-47 j-3	141	881.25	1134751.773	35460.99291	554.0780142
div_143	i-13 j-11	143	893.75	1118881.119	34965.03497	546.3286713
div_144	i-48 j-3	144	900	1111111.111	34722.22222	542.5347222
div_145	i-29 j-5	145	906.25	1103448.276	34482.75862	538.7931034
div_147	i-49 j-3	147	918.75	1088435.374	34013.60544	531.462585
div_148	i-37 j-4	148	925	1081081.081	33783.78378	527.8716216
div_150	i-50 j-3	150	937.5	1066666.667	33333.33333	520.8333333
div_152	i-38 j-4	152	950	1052631.579	32894.73684	513.9802632
div_153	i-51 j-3	153	956.25	1045751.634	32679.73856	510.620915
div_154	i-22 j-7	154	962.5	1038961.039	32467.53247	507.3051948
div_155	i-31 j-5	155	968.75	1032258.065	32258.06452	504.0322581
div_156	i-52 j-3	156	975	1025641.026	32051.28205	500.8012821
div_159	i-53 j-3	159	993.75	1006289.308	31446.54088	491.3522013
div_160	i-40 j-4	160	1000	1000000	31250	488.28125
div_161	i-23 j-7	161	1006.25	993788.8199	31055.90062	485.2484472
div_162	i-54 j-3	162	1012.5	987654.321	30864.19753	482.2530864
div_164	i-41 j-4	164	1025	975609.7561	30487.80488	476.3719512
div_165	i-55 j-3	165	1031.25	969696.9697	30303.0303	473.4848485
div_168	i-56 j-3	168	1050	952380.9524	29761.90476	465.0297619
div_169	i-13 j-13	169	1056.25	946745.5621	29585.79882	462.2781065
div_170	i-34 j-5	170	1062.5	941176.4706	29411.76471	459.5588235
div_171	i-57 j-3	171	1068.75	935672.5146	29239.76608	456.871345
div_172	i-43 j-4	172	1075	930232.5581	29069.76744	454.2151163
div_174	i-58 j-3	174	1087.5	919540.2299	28735.63218	448.9942529
div_175	i-35 j-5	175	1093.75	914285.7143	28571.42857	446.4285714
div_176	i-44 j-4	176	1100	909090.9091	28409.09091	443.8920455
div_177	i-59 j-3	177	1106.25	903954.8023	28248.58757	441.3841808
div_180	i-60 j-3	180	1125	888888.8889	27777.77778	434.0277778
div_182	i-26 j-7	182	1137.5	879120.8791	27472.52747	429.2582418
div_183	i-61 j-3	183	1143.75	874316.9399	27322.40437	426.9125683
div_184	i-46 j-4	184	1150	869565.2174	27173.91304	424.5923913
div_185	i-37 j-5	185	1156.25	864864.8649	27027.02703	422.2972973
div_186	i-62 j-3	186	1162.5	860215.0538	26881.72043	420.0268817
div_187	i-17 j-11	187	1168.75	855614.9733	26737.96791	417.7807487
div_188	i-47 j-4	188	1175	851063.8298	26595.74468	415.5585106
div_189	i-63 j-3	189	1181.25	846560.8466	26455.02646	413.3597884
div_190	i-38 j-5	190	1187.5	842105.2632	26315.78947	411.1842105
div_192	i-64 j-3	192	1200	833333.3333	26041.66667	406.9010417
div_195	i-39 j-5	195	1218.75	820512.8205	25641.02564	400.6410256
div_196	i-49 j-4	196	1225	816326.5306	25510.20408	398.5969388
div_198	i-33 j-6	198	1237.5	808080.8081	25252.52525	394.5707071
div_200	i-50 j-4	200	1250	800000	25000	390.625
div_203	i-29 j-7	203	1268.75	788177.3399	24630.54187	384.8522167
div_204	i-51 j-4	204	1275	784313.7255	24509.80392	382.9656863
div_205	i-41 j-5	205	1281.25	780487.8049	24390.2439	381.097561
div_207	i-23 j-9	207	1293.75	772946.8599	24154.58937	377.4154589
div_208	i-52 j-4	208	1300	769230.7692	24038.46154	375.6009615
div_209	i-19 j-11	209	1306.25	765550.2392	23923.44498	373.8038278
div_210	i-42 j-5	210	1312.5	761904.7619	23809.52381	372.0238095
div_212	i-53 j-4	212	1325	754716.9811	23584.90566	368.5141509
div_215	i-43 j-5	215	1343.75	744186.0465	23255.81395	363.372093
div_216	i-54 j-4	216	1350	740740.7407	23148.14815	361.6898148
div_217	i-31 j-7	217	1356.25	737327.1889	23041.47465	360.0230415
div_220	i-55 j-4	220	1375	727272.7273	22727.27273	355.1136364
div_221	i-17 j-13	221	1381.25	723981.9005	22624.43439	353.5067873
div_222	i-37 j-6	222	1387.5	720720.7207	22522.52252	351.9144144
div_224	i-56 j-4	224	1400	714285.7143	22321.42857	348.7723214
div_225	i-45 j-5	225	1406.25	711111.1111	22222.22222	347.2222222
div_228	i-57 j-4	228	1425	701754.386	21929.82456	342.6535088
div_230	i-46 j-5	230	1437.5	695652.1739	21739.13043	339.673913
div_231	i-33 j-7	231	1443.75	692640.6926	21645.02165	338.2034632
div_232	i-58 j-4	232	1450	689655.1724	21551.72414	336.7456897
div_234	i-39 j-6	234	1462.5	683760.6838	21367.52137	333.8675214
div_235	i-47 j-5	235	1468.75	680851.0638	21276.59574	332.4468085
div_236	i-59 j-4	236	1475	677966.1017	21186.44068	331.0381356
div_238	i-34 j-7	238	1487.5	672268.9076	21008.40336	328.2563025
div_240	i-60 j-4	240	1500	666666.6667	20833.33333	325.5208333
div_242	i-22 j-11	242	1512.5	661157.0248	20661.15702	322.8305785
div_243	i-27 j-9	243	1518.75	658436.214	20576.13169	321.5020576
div_244	i-61 j-4	244	1525	655737.7049	20491.80328	320.1844262
div_245	i-49 j-5	245	1531.25	653061.2245	20408.16327	318.877551
div_246	i-41 j-6	246	1537.5	650406.5041	20325.20325	317.5813008
div_247	i-19 j-13	247	1543.75	647773.2794	20242.91498	316.2955466
div_248	i-62 j-4	248	1550	645161.2903	20161.29032	315.0201613
div_250	i-50 j-5	250	1562.5	640000	20000	312.5
div_252	i-63 j-4	252	1575	634920.6349	19841.26984	310.0198413
div_253	i-23 j-11	253	1581.25	632411.0672	19762.84585	308.7944664
div_255	i-51 j-5	255	1593.75	627450.9804	19607.84314	306.372549
div_256	i-64 j-4	256	1600	625000	19531.25	305.1757813
div_258	i-43 j-6	258	1612.5	620155.0388	19379.84496	302.8100775
div_259	i-37 j-7	259	1618.75	617760.6178	19305.01931	301.6409266
div_260	i-52 j-5	260	1625	615384.6154	19230.76923	300.4807692
div_261	i-29 j-9	261	1631.25	613026.8199	19157.08812	299.3295019
div_264	i-44 j-6	264	1650	606060.6061	18939.39394	295.9280303
div_265	i-53 j-5	265	1656.25	603773.5849	18867.92453	294.8113208
div_266	i-38 j-7	266	1662.5	601503.7594	18796.99248	293.7030075
div_270	i-54 j-5	270	1687.5	592592.5926	18518.51852	289.3518519
div_272	i-34 j-8	272	1700	588235.2941	18382.35294	287.2242647
div_273	i-39 j-7	273	1706.25	586080.5861	18315.01832	286.1721612
div_275	i-55 j-5	275	1718.75	581818.1818	18181.81818	284.0909091
div_276	i-46 j-6	276	1725	579710.1449	18115.94203	283.0615942
div_279	i-31 j-9	279	1743.75	573476.7025	17921.14695	280.0179211
div_280	i-56 j-5	280	1750	571428.5714	17857.14286	279.0178571
div_282	i-47 j-6	282	1762.5	567375.8865	17730.49645	277.0390071
div_285	i-57 j-5	285	1781.25	561403.5088	17543.85965	274.122807
div_286	i-26 j-11	286	1787.5	559440.5594	17482.51748	273.1643357
div_287	i-41 j-7	287	1793.75	557491.2892	17421.60279	272.2125436
div_288	i-48 j-6	288	1800	555555.5556	17361.11111	271.2673611
div_289	i-17 j-17	289	1806.25	553633.218	17301.03806	270.3287197
div_290	i-58 j-5	290	1812.5	551724.1379	17241.37931	269.3965517
div_294	i-49 j-6	294	1837.5	544217.6871	17006.80272	265.7312925
div_295	i-59 j-5	295	1843.75	542372.8814	16949.15254	264.8305085
div_296	i-37 j-8	296	1850	540540.5405	16891.89189	263.9358108
div_297	i-33 j-9	297	1856.25	538720.5387	16835.01684	263.047138
div_299	i-23 j-13	299	1868.75	535117.0569	16722.40803	261.2876254
div_300	i-60 j-5	300	1875	533333.3333	16666.66667	260.4166667
div_301	i-43 j-7	301	1881.25	531561.4618	16611.29568	259.551495
div_304	i-38 j-8	304	1900	526315.7895	16447.36842	256.9901316
div_305	i-61 j-5	305	1906.25	524590.1639	16393.44262	256.147541
div_306	i-51 j-6	306	1912.5	522875.817	16339.86928	255.3104575
div_308	i-44 j-7	308	1925	519480.5195	16233.76623	253.6525974
div_310	i-62 j-5	310	1937.5	516129.0323	16129.03226	252.016129
div_312	i-52 j-6	312	1950	512820.5128	16025.64103	250.400641
div_315	i-63 j-5	315	1968.75	507936.5079	15873.01587	248.015873
div_318	i-53 j-6	318	1987.5	503144.6541	15723.27044	245.6761006
div_319	i-29 j-11	319	1993.75	501567.3981	15673.98119	244.9059561
div_320	i-64 j-5	320	2000	500000	15625	244.140625
div_322	i-46 j-7	322	2012.5	496894.4099	15527.95031	242.6242236
div_323	i-19 j-17	323	2018.75	495356.0372	15479.87616	241.873065
div_324	i-54 j-6	324	2025	493827.1605	15432.09877	241.1265432
div_325	i-25 j-13	325	2031.25	492307.6923	15384.61538	240.3846154
div_328	i-41 j-8	328	2050	487804.878	15243.90244	238.1859756
div_329	i-47 j-7	329	2056.25	486322.1884	15197.56839	237.4620061
div_330	i-55 j-6	330	2062.5	484848.4848	15151.51515	236.7424242
div_333	i-37 j-9	333	2081.25	480480.4805	15015.01502	234.6096096
div_336	i-56 j-6	336	2100	476190.4762	14880.95238	232.514881
div_338	i-26 j-13	338	2112.5	473372.7811	14792.89941	231.1390533
div_340	i-34 j-10	340	2125	470588.2353	14705.88235	229.7794118
div_341	i-31 j-11	341	2131.25	469208.2111	14662.7566	229.1055718
div_342	i-57 j-6	342	2137.5	467836.2573	14619.88304	228.4356725
div_343	i-49 j-7	343	2143.75	466472.3032	14577.25948	227.7696793
div_344	i-43 j-8	344	2150	465116.2791	14534.88372	227.1075581
div_345	i-23 j-15	345	2156.25	463768.1159	14492.75362	226.4492754
div_348	i-58 j-6	348	2175	459770.1149	14367.81609	224.4971264
div_350	i-50 j-7	350	2187.5	457142.8571	14285.71429	223.2142857
div_351	i-39 j-9	351	2193.75	455840.4558	14245.01425	222.5783476
div_352	i-44 j-8	352	2200	454545.4545	14204.54545	221.9460227
div_354	i-59 j-6	354	2212.5	451977.4011	14124.29379	220.6920904
div_357	i-51 j-7	357	2231.25	448179.2717	14005.60224	218.837535
div_360	i-60 j-6	360	2250	444444.4444	13888.88889	217.0138889
div_361	i-19 j-19	361	2256.25	443213.2964	13850.41551	216.4127424
div_363	i-33 j-11	363	2268.75	440771.3499	13774.10468	215.2203857
div_364	i-52 j-7	364	2275	439560.4396	13736.26374	214.6291209
div_366	i-61 j-6	366	2287.5	437158.4699	13661.20219	213.4562842
div_368	i-46 j-8	368	2300	434782.6087	13586.95652	212.2961957
div_369	i-41 j-9	369	2306.25	433604.336	13550.1355	211.7208672
div_370	i-37 j-10	370	2312.5	432432.4324	13513.51351	211.1486486
div_371	i-53 j-7	371	2318.75	431266.8464	13477.08895	210.5795148
div_372	i-62 j-6	372	2325	430107.5269	13440.86022	210.0134409
div_374	i-34 j-11	374	2337.5	427807.4866	13368.98396	208.8903743
div_375	i-25 j-15	375	2343.75	426666.6667	13333.33333	208.3333333
div_376	i-47 j-8	376	2350	425531.9149	13297.87234	207.7792553
div_377	i-29 j-13	377	2356.25	424403.183	13262.59947	207.2281167
div_378	i-63 j-6	378	2362.5	423280.4233	13227.51323	206.6798942
div_380	i-38 j-10	380	2375	421052.6316	13157.89474	205.5921053
div_384	i-64 j-6	384	2400	416666.6667	13020.83333	203.4505208
div_385	i-55 j-7	385	2406.25	415584.4156	12987.01299	202.9220779
div_387	i-43 j-9	387	2418.75	413436.6925	12919.89664	201.873385
div_390	i-39 j-10	390	2437.5	410256.4103	12820.51282	200.3205128
div_391	i-23 j-17	391	2443.75	409207.1611	12787.72379	199.8081841
div_392	i-56 j-7	392	2450	408163.2653	12755.10204	199.2984694
div_396	i-44 j-9	396	2475	404040.404	12626.26263	197.2853535
div_399	i-57 j-7	399	2493.75	401002.5063	12531.32832	195.802005
div_400	i-50 j-8	400	2500	400000	12500	195.3125
div_403	i-31 j-13	403	2518.75	397022.3325	12406.94789	193.8585608
div_405	i-45 j-9	405	2531.25	395061.7284	12345.67901	192.9012346
div_406	i-58 j-7	406	2537.5	394088.67	12315.27094	192.4261084
div_407	i-37 j-11	407	2543.75	393120.3931	12285.01229	191.953317
div_408	i-51 j-8	408	2550	392156.8627	12254.90196	191.4828431
div_410	i-41 j-10	410	2562.5	390243.9024	12195.12195	190.5487805
div_413	i-59 j-7	413	2581.25	387409.201	12106.53753	189.1646489
div_414	i-46 j-9	414	2587.5	386473.43	12077.29469	188.7077295
div_416	i-52 j-8	416	2600	384615.3846	12019.23077	187.8004808
div_418	i-38 j-11	418	2612.5	382775.1196	11961.72249	186.9019139
div_420	i-60 j-7	420	2625	380952.381	11904.7619	186.0119048
div_423	i-47 j-9	423	2643.75	378250.591	11820.33097	184.6926714
div_424	i-53 j-8	424	2650	377358.4906	11792.45283	184.2570755
div_425	i-25 j-17	425	2656.25	376470.5882	11764.70588	183.8235294
div_427	i-61 j-7	427	2668.75	374707.26	11709.60187	182.9625293
div_429	i-39 j-11	429	2681.25	372960.373	11655.01166	182.1095571
div_430	i-43 j-10	430	2687.5	372093.0233	11627.90698	181.6860465
div_432	i-54 j-8	432	2700	370370.3704	11574.07407	180.8449074
div_434	i-62 j-7	434	2712.5	368663.5945	11520.73733	180.0115207
div_435	i-29 j-15	435	2718.75	367816.092	11494.25287	179.5977011
div_437	i-23 j-19	437	2731.25	366132.7231	11441.6476	178.7757437
div_440	i-55 j-8	440	2750	363636.3636	11363.63636	177.5568182
div_441	i-63 j-7	441	2756.25	362811.7914	11337.86848	177.154195
div_442	i-34 j-13	442	2762.5	361990.9502	11312.21719	176.7533937
div_444	i-37 j-12	444	2775	360360.3604	11261.26126	175.9572072
div_448	i-64 j-7	448	2800	357142.8571	11160.71429	174.3861607
div_450	i-50 j-9	450	2812.5	355555.5556	11111.11111	173.6111111
div_451	i-41 j-11	451	2818.75	354767.184	11086.4745	173.2261641
div_455	i-35 j-13	455	2843.75	351648.3516	10989.01099	171.7032967
div_456	i-57 j-8	456	2850	350877.193	10964.91228	171.3267544
div_459	i-51 j-9	459	2868.75	348583.878	10893.24619	170.2069717
div_460	i-46 j-10	460	2875	347826.087	10869.56522	169.8369565
div_462	i-42 j-11	462	2887.5	346320.3463	10822.51082	169.1017316
div_464	i-58 j-8	464	2900	344827.5862	10775.86207	168.3728448
div_465	i-31 j-15	465	2906.25	344086.0215	10752.68817	168.0107527
